input_geo,indicator_name,value,indicator_subgroup,indicator_group,year,source_name,indicator_topic,indicator_subtopic,geo_name,geo_code,geo_iso,geo_parent,geo_level
Ethiopia,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Ethiopia,231.0,ET,14.0,5.0
Gambia,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Gambia,270.0,GM,11.0,5.0
Guinea,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Guinea,324.0,GN,11.0,5.0
Guinea-Bissau,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Guinea-Bissau,624.0,GW,11.0,5.0
Haiti,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Haiti,332.0,HT,29.0,5.0
"Korea, Democratic People's Republic",investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Lao People's Democratic Republic,418.0,LA,35.0,5.0
Liberia,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Liberia,430.0,LR,11.0,5.0
Madagascar,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Madagascar,450.0,MG,14.0,5.0
Malawi,investment or production tax credits,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Malawi,454.0,MW,14.0,5.0
Mali,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Mali,466.0,ML,11.0,5.0
Mozambique,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Mozambique,508.0,MZ,14.0,5.0
Nepal,investment or production tax credits,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Nepal,524.0,NP,34.0,5.0
Niger,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Niger,562.0,NE,11.0,5.0
Rwanda,investment or production tax credits,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Rwanda,646.0,RW,14.0,5.0
Senegal,investment or production tax credits,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Senegal,686.0,SN,11.0,5.0
Sierra Leone,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Sierra Leone,694.0,SL,11.0,5.0
Somalia,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Somalia,706.0,SO,14.0,5.0
South Sudan,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,South Sudan,728.0,SS,14.0,5.0
Syria,investment or production tax credits,1,LOW INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Serbia,688.0,RS,39.0,5.0
Tajikistan,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Tajikistan,762.0,TJ,143.0,5.0
Tanzania,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Tanzania,834.0,TZ,14.0,5.0
Togo,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Togo,768.0,TG,11.0,5.0
Uganda,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Uganda,800.0,UG,14.0,5.0
Yemen,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Yemen,887.0,YE,145.0,5.0
Zimbabwe,investment or production tax credits,0,LOW INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Zimbabwe,716.0,ZW,14.0,5.0
Andorra,"public investment, loans, grants, capital subsidies or rebates",0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Andorra,20.0,AD,39.0,5.0
Antigua and Barbuda,"public investment, loans, grants, capital subsidies or rebates",0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Antigua and Barbuda,28.0,AG,29.0,5.0
Argentina,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Argentina,32.0,AR,5.0,5.0
Australia,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Australia,36.0,AU,53.0,5.0
Austria,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Austria,40.0,AT,155.0,5.0
"Bahamas, The","public investment, loans, grants, capital subsidies or rebates",0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bahamas,44.0,BS,29.0,5.0
Bahrain,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Bahrain,48.0,BH,145.0,5.0
Barbados,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Barbados,52.0,BB,29.0,5.0
Belgium,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Belgium,56.0,BE,155.0,5.0
Brunei Darussalam,"public investment, loans, grants, capital subsidies or rebates",0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Brunei Darussalam,96.0,BN,35.0,5.0
Canada,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Canada,124.0,CA,21.0,5.0
Chile,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Chile,152.0,CL,5.0,5.0
Croatia,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Croatia,191.0,HR,39.0,5.0
Cyprus,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Cyprus,196.0,CY,145.0,5.0
Czech Republic,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Czech Republic,203.0,CZ,151.0,5.0
Denmark,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Denmark,208.0,DK,154.0,5.0
Estonia,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Estonia,233.0,EE,154.0,5.0
Finland,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Finland,246.0,FI,154.0,5.0
France,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,France,250.0,FR,155.0,5.0
Germany,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Germany,276.0,DE,155.0,5.0
Greece,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Greece,300.0,GR,39.0,5.0
Hungary,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Hungary,348.0,HU,151.0,5.0
Iceland,"public investment, loans, grants, capital subsidies or rebates",0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Iceland,352.0,IS,154.0,5.0
Ireland,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Ireland,372.0,IE,154.0,5.0
Israel,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Israel,376.0,IL,145.0,5.0
Italy,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Italy,380.0,IT,39.0,5.0
Japan,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Japan,392.0,JP,30.0,5.0
"Korea, Republic of","public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Republic of South Korea,410.0,KR,30.0,5.0
Kuwait,"public investment, loans, grants, capital subsidies or rebates",0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Kuwait,414.0,KW,145.0,5.0
Latvia,"public investment, loans, grants, capital subsidies or rebates",0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Latvia,428.0,LV,154.0,5.0
Liechtenstein,"public investment, loans, grants, capital subsidies or rebates",0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Liechtenstein,438.0,LI,155.0,5.0
Lithuania,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Lithuania,440.0,LT,154.0,5.0
Luxembourg,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Luxembourg,442.0,LU,155.0,5.0
Malta,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Malta,470.0,MT,39.0,5.0
Monaco,"public investment, loans, grants, capital subsidies or rebates",0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Monaco,492.0,MC,155.0,5.0
Netherlands,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,New (one or more policies of this type),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Netherlands,528.0,NL,155.0,5.0
New Zealand,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,New Zealand,554.0,NZ,53.0,5.0
Norway,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Norway,578.0,NO,154.0,5.0
Oman,"public investment, loans, grants, capital subsidies or rebates",0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Oman,512.0,OM,145.0,5.0
Palau,"public investment, loans, grants, capital subsidies or rebates",0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Palau,585.0,PW,57.0,5.0
Panama,"public investment, loans, grants, capital subsidies or rebates",0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Panama,591.0,PA,13.0,5.0
Poland,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Poland,616.0,PL,151.0,5.0
Portugal,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Portugal,620.0,PT,39.0,5.0
Qatar,"public investment, loans, grants, capital subsidies or rebates",0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Qatar,634.0,QA,145.0,5.0
San Marino,"public investment, loans, grants, capital subsidies or rebates",0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,San Marino,674.0,SM,39.0,5.0
Saudi Arabia,"public investment, loans, grants, capital subsidies or rebates",0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Saudi Arabia,682.0,SA,145.0,5.0
Seychelles,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Seychelles,690.0,SC,14.0,5.0
Singapore,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Singapore,702.0,SG,35.0,5.0
Slovenia,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Slovenia,705.0,SI,39.0,5.0
Spain,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Spain,724.0,ES,39.0,5.0
St. Kitts and Nevis,"public investment, loans, grants, capital subsidies or rebates",0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Saint Kitts and Nevis,659.0,KN,29.0,5.0
Sweden,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Sweden,752.0,SE,154.0,5.0
Switzerland,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Switzerland,756.0,CH,155.0,5.0
Trinidad and Tobago,"public investment, loans, grants, capital subsidies or rebates",0,HIGH INCOME,No Data,2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Trinidad and Tobago,780.0,TT,29.0,5.0
United Arab Emirates,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,United Arab Emirates,784.0,AE,145.0,5.0
United Kingdom,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,United Kingdom,826.0,GB,154.0,5.0
United States,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,United States of America,840.0,US,21.0,5.0
Uruguay,"public investment, loans, grants, capital subsidies or rebates",1,HIGH INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Uruguay,858.0,UY,5.0,5.0
Albania,"public investment, loans, grants, capital subsidies or rebates",1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Albania,8.0,AL,39.0,5.0
Algeria,"public investment, loans, grants, capital subsidies or rebates",1,UPPER-MIDDLE INCOME,Existing national (could also include sub-national),2022,REN21 Data Tool,Policy Enablers,Sustainability Targets,Algeria,12.0,DZ,15.0,5.0
